timestamp,x,y,z,r
2024/06/05-18:53:44.183941,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.256265,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.336668,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.408754,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.528240,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.679764,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.732391,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.798534,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.887924,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:44.949472,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.045897,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.124937,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.179876,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.260001,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.412695,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.476657,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.560300,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.648082,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.723796,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.822818,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.902217,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:45.986763,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.101374,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.167460,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.223143,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.295796,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.376457,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.416388,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.503339,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.582754,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.624378,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.699110,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.820524,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.915300,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:46.970274,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.063190,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.138356,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.228980,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.337723,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.370374,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.455617,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.565243,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.638739,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.689286,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.781455,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.868376,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.908304,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:47.991832,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.088621,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.176176,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.323515,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.357176,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.410781,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.504450,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.577323,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.629135,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.720167,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.793957,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:48.907536,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.008112,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.077100,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.138955,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.233167,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.278015,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.364037,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.469557,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.511438,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.554987,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.637336,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.745652,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.811385,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.891404,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:49.972912,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.066862,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.153171,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.247803,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.325049,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.366477,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.531263,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.576780,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.632999,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.730154,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.803332,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.863769,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:50.929506,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.011105,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.080866,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.199049,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.301484,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.359124,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.407574,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.495991,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.578409,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.673030,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.753134,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.831247,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:51.982774,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.019491,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.116013,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.223368,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.272027,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.363795,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.436025,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.475550,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.587663,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.703782,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.756291,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.841410,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.914719,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:52.954702,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.039170,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.127387,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.189193,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.308147,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.418202,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.472066,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.554902,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.632535,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.669441,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.752260,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.832116,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.874277,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:53.947469,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.064488,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.158948,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.215625,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.264402,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.351897,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.431482,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.528720,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.585067,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.673961,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.789744,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.864268,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:54.933321,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.030260,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.110972,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.188677,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.261203,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.301585,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.377896,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.461337,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.606829,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.668813,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.747230,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.819728,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.865475,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:55.947213,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.028304,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.059659,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.111293,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.190514,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.265645,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.325706,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.403972,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.490541,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.529594,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.591666,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.681886,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.761075,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.848195,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.963645,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:56.997811,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.113639,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.175655,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.274580,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.355309,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.438389,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.525923,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.597894,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.681393,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.821246,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.867618,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:57.966843,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.042200,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.124776,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.208680,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.282024,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.368054,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.509450,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.552310,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.636874,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.729513,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.803518,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.883740,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:58.964473,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.035121,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.157781,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.223177,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.323630,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.403996,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.434366,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.525690,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.606689,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.639169,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.719050,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.802635,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.877617,400.32,-96.77,272.65,-4.01
2024/06/05-18:53:59.954179,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.075599,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.114090,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.157373,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.252495,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.340289,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.423127,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.498283,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.593575,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.625331,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.680731,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.750686,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.839301,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.886357,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:00.971982,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.046502,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.132116,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.211668,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.317946,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.436855,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.478492,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.562919,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.659125,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.694486,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.740896,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.832873,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.913280,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:01.957967,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.042788,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.194365,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.220212,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.323792,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.402661,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.440798,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.521855,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.616531,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.684674,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.743456,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.920148,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.946240,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:02.998090,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.067525,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.168563,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.251101,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.345863,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.423700,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.471611,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.633905,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.675398,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.719078,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.829416,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.871808,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:03.959514,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.047318,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.083372,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.162927,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.281363,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.387034,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.481314,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.563551,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.644028,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.736336,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.785067,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.870084,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:04.969498,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.072013,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.148566,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.195721,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.288596,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.370647,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.425719,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.511998,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.587911,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.637203,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.720678,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.858248,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:05.916417,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.002541,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.074794,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.160111,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.249305,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.315085,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.441955,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.558495,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.602066,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.644163,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.736721,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.813753,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.896041,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:06.992903,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.057978,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.106358,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.186850,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.323902,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.370453,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.450032,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.548207,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.617182,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.697070,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.779442,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:07.852344,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.002110,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.062336,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.141774,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.251599,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.337064,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.442819,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.478517,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.614552,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.736937,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.786688,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.876012,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.960351,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:08.998181,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.077530,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.172285,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.238964,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.295107,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.437605,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.469157,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.566903,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.780755,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:09.976025,400.32,-96.77,272.65,-4.01
2024/06/05-18:54:10.208613,399.96,-96.66,272.24,-4.01
2024/06/05-18:54:10.384512,398.81,-96.34,271.60,-4.01
2024/06/05-18:54:10.559024,398.81,-96.34,271.60,-4.01
2024/06/05-18:54:10.710311,398.44,-96.24,271.18,-4.01
2024/06/05-18:54:10.974010,393.29,-93.51,268.46,-3.84
2024/06/05-18:54:11.154064,390.09,-92.59,267.32,-3.81
2024/06/05-18:54:11.354846,386.56,-91.03,266.21,-3.73
2024/06/05-18:54:11.551536,384.97,-89.94,266.81,-3.61
2024/06/05-18:54:11.761065,382.60,-89.39,265.60,-3.69
2024/06/05-18:54:11.907525,380.66,-88.21,265.20,-3.56
2024/06/05-18:54:12.078644,379.89,-88.00,264.40,-3.56
2024/06/05-18:54:12.301544,377.99,-87.07,263.71,-3.62
2024/06/05-18:54:12.490025,376.73,-86.71,263.42,-3.59
2024/06/05-18:54:12.670059,375.85,-86.89,263.84,-3.91
2024/06/05-18:54:12.868743,375.07,-86.78,263.06,-3.99
2024/06/05-18:54:13.040258,374.39,-85.99,262.85,-3.90
2024/06/05-18:54:13.255391,373.18,-85.77,262.26,-3.98
2024/06/05-18:54:13.391084,372.97,-85.66,263.79,-3.90
2024/06/05-18:54:13.520633,372.97,-85.66,263.79,-3.90
2024/06/05-18:54:13.757939,372.15,-85.64,263.13,-4.05
2024/06/05-18:54:13.931437,371.73,-85.53,263.31,-4.05
2024/06/05-18:54:14.112862,371.46,-84.96,262.93,-4.04
2024/06/05-18:54:14.319515,371.07,-84.85,262.54,-4.04
2024/06/05-18:54:14.528588,370.65,-85.16,262.19,-4.36
2024/06/05-18:54:14.732078,370.64,-85.27,262.20,-4.44
2024/06/05-18:54:14.895365,369.95,-84.47,261.63,-4.33
2024/06/05-18:54:15.067085,370.47,-84.01,262.02,-4.25
2024/06/05-18:54:15.264687,371.23,-82.63,262.43,-4.14
2024/06/05-18:54:15.463423,371.84,-80.43,261.90,-4.18
2024/06/05-18:54:15.683989,372.45,-79.71,262.32,-4.24
2024/06/05-18:54:15.852501,372.69,-78.57,262.32,-4.07
2024/06/05-18:54:16.079761,373.12,-76.92,262.37,-4.20
2024/06/05-18:54:16.213947,372.66,-75.24,261.61,-4.09
2024/06/05-18:54:16.381752,372.66,-75.24,261.61,-4.09
2024/06/05-18:54:16.528563,371.94,-74.69,261.42,-4.16
2024/06/05-18:54:16.721821,370.10,-73.29,260.64,-4.15
2024/06/05-18:54:16.924312,368.17,-71.76,259.92,-4.01
2024/06/05-18:54:17.113825,367.62,-71.82,260.64,-4.14
2024/06/05-18:54:17.320134,366.21,-70.34,259.67,-3.97
2024/06/05-18:54:17.551431,365.41,-69.89,260.16,-4.11
2024/06/05-18:54:17.673258,364.70,-69.26,259.40,-4.11
